ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,city
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAISNIL (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAISNIL LES RUITZ (62620)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAISONCELLE (62310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAIZIERES (62127)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAMETZ (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MANIN (62810)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MANINGHEM (62650)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MANINGHEN HENNE (62250)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARANT (62170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARCK (62730)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARCONNELLE (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARENLA (62990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARESQUEL ECQUEMICOURT (62990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAREST (62550)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARESVILLE (62630)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARLES LES MINES (62540)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARLES SUR CANCHE (62170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAROEUIL (62161)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARQUAY (62127)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARQUION (62860)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARQUISE (62250)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MARTINPUICH (62450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MATRINGHEM (62310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAZINGARBE (62670)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MAZINGHEM (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MENCAS (62310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MENNEVILLE (62240)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MENTQUE NORTBECOURT (62890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MERCATEL (62217)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MERCK ST LIEVIN (62560)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MERICOURT (62680)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MERLIMONT (62155)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,METZ EN COUTURE (62124)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MEURCHIN (62410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MINGOVAL (62690)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHEAUX LES FREVENT (62270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHEL SUR CANCHE (62270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHIET (62123)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHY AU BOIS (62111)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHY BRETON (62127)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHY CAYEUX (62134)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONCHY LE PREUX (62118)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONDICOURT (62760)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONT BERNANCHON (62350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTCAVREL (62170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTENESCOURT (62123)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTIGNY EN GOHELLE (62640)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTREUIL SUR MER (62170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONT ST ELOI (62144)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MONTS EN TERNOIS (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MORCHIES (62124)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MORINGHEM (62910)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MORVAL (62450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MORY (62159)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MOULLE (62910)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MOURIEZ (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MOYENNEVILLE (62121)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MUNCQ NIEURLET (62890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NABRINGHEN (62142)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEDON (62550)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEDONCHEL (62550)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEMPONT ST FIRMIN (62180)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NESLES (62152)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUFCHATEL HARDELOT (62152)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HARDELOT PLAGE (62152)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEULETTE (62770)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVE CHAPELLE (62840)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVILLE AU CORNET (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVILLE BOURJONVAL (62124)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVILLE ST VAAST (62580)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVILLE SOUS MONTREUIL (62170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVILLE VITASSE (62217)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NEUVIREUIL (62580)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NIELLES LES BLEQUIN (62380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NIELLES LES ARDRES (62610)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NIELLES LES CALAIS (62185)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOEUX LES AUXI (62390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOEUX LES MINES (62290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NORDAUSQUES (62890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOREUIL (62128)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NORRENT FONTES (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NORTKERQUE (62370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NORT LEULINGHEM (62890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOUVELLE EGLISE (62370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLES GODAULT (62950)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLES LES HUMIERES (62770)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLES LES VERMELLES (62980)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLES SOUS BELLONNE (62490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLES SOUS LENS (62221)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLETTE (62123)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NOYELLE VION (62810)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,NUNCQ HAUTECOTE (62270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HAUTECOTE (62270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OBLINGHEM (62920)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OEUF EN TERNOIS (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OFFEKERQUE (62370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OFFIN (62990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OFFRETHUN (62250)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OIGNIES (62590)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OISY LE VERGER (62860)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OPPY (62580)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ORVILLE (62760)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OSTREVILLE (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OURTON (62460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OUTREAU (62230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OUVE WIRQUIN (62380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,OYE PLAGE (62215)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PALLUEL (62860)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LE PARCQ (62770)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PARENTY (62650)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PAS EN ARTOIS (62760)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PELVES (62118)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PENIN (62127)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PERNES (62550)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PERNES LES BOULOGNE (62126)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PEUPLINGUES (62231)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PIERREMONT (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PIHEM (62570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PIHEN LES GUINES (62340)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PITTEFAUX (62126)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PLANQUES (62310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PLOUVAIN (62118)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BOUIN PLUMOISON (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BOUIN (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,POLINCOVE (62370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,POMMERA (62760)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,POMMIER (62111)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LE PONCHEL (62390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PONT A VENDIN (62880)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LE PORTEL (62480)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PREDEFIN (62134)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PRESSY (62550)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PREURES (62650)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PRONVILLE EN ARTOIS (62860)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,PUISIEUX (62116)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUEANT (62860)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUELMES (62500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUERCAMPS (62380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUERNES (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LE QUESNOY EN ARTOIS (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUESQUES (62240)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUESTRECQUES (62830)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUIERY LA MOTTE (62490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUIESTEDE (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUILEN (62650)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,QUOEUX HAUT MAINIL (62390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HAUT MAINIL (62390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RACQUINGHEM (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RADINGHEM (62310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RAMECOURT (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RANG DU FLIERS (62180)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RANSART (62173)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RAYE SUR AUTHIE (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REBECQUES (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CLARQUES (62129)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REBERGUES (62850)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REBREUVE RANCHICOURT (62150)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RANCHICOURT (62150)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REBREUVE SUR CANCHE (62270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REBREUVIETTE (62270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RECLINGHEM (62560)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RECOURT (62860)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RECQUES SUR COURSE (62170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RECQUES SUR HEM (62890)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REGNAUVILLE (62140)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RELY (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REMILLY WIRQUIN (62380)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,REMY (62156)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RENTY (62560)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RETY (62720)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RICHEBOURG (62136)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RIENCOURT LES BAPAUME (62450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RIENCOURT LES CAGNICOURT (62182)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RIMBOVAL (62990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RINXENT (62720)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RIVIERE (62173)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROBECQ (62350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROCLINCOURT (62223)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROCQUIGNY (62450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RODELINGHEM (62610)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROELLECOURT (62130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROEUX (62118)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROLLANCOURT (62770)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROMBLY (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROQUETOIRE (62120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROUGEFAY (62390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROUSSENT (62870)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROUVROY (62320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ROYON (62990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RUISSEAUVILLE (62310)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,RUITZ (62620)
